"department","year","commodity_type","total_spending","total_contracts"
"Office of the Intelligence Commissioner",2023,"S","169525.77","3"
"Office of the Intelligence Commissioner",2024,"S","136507.17","3"
"Office of the Intelligence Commissioner",2025,"S","108039.30","3"
"Office of the Privacy Commissioner of Canada",2017,NULL,"1021010.15","54"
"Office of the Privacy Commissioner of Canada",2017,"S","153337.80","2"
"Office of the Privacy Commissioner of Canada",2018,NULL,"2028583.65","80"
"Office of the Privacy Commissioner of Canada",2018,"S","1757015.67","61"
"Office of the Privacy Commissioner of Canada",2018,"G","178486.55","9"
"Office of the Privacy Commissioner of Canada",2019,"S","3979932.92","133"
"Office of the Privacy Commissioner of Canada",2019,"G","862576.75","33"
"Office of the Privacy Commissioner of Canada",2019,NULL,"511979.64","19"
"Office of the Privacy Commissioner of Canada",2020,"S","2848592.33","106"
"Office of the Privacy Commissioner of Canada",2020,"G","1036255.34","45"
"Office of the Privacy Commissioner of Canada",2020,NULL,"57271.67","3"
"Office of the Privacy Commissioner of Canada",2021,"S","5246980.01","89"
"Office of the Privacy Commissioner of Canada",2021,"G","1007424.63","49"
"Office of the Privacy Commissioner of Canada",2021,NULL,"42750.00","2"
"Office of the Privacy Commissioner of Canada",2022,"S","4227869.37","83"
"Office of the Privacy Commissioner of Canada",2022,"G","866963.72","37"
"Office of the Privacy Commissioner of Canada",2023,"S","3595260.06","88"
"Office of the Privacy Commissioner of Canada",2023,"G","1671564.45","30"
"Office of the Privacy Commissioner of Canada",2024,"S","3793069.38","93"
"Office of the Privacy Commissioner of Canada",2024,"G","1187922.92","33"
"Office of the Privacy Commissioner of Canada",2025,"S","3155505.69","73"
"Office of the Privacy Commissioner of Canada",2025,"G","915292.49","22"
"Office of the Privacy Commissioner of Canada",2026,"S","1197609.14","32"
"Office of the Privacy Commissioner of Canada",2026,"G","221706.94","3"
"Office of the Public Sector Integrity Commissioner of Canada",2017,"S","590564.12","15"
"Office of the Public Sector Integrity Commissioner of Canada",2017,"G","110287.71","2"
"Office of the Public Sector Integrity Commissioner of Canada",2018,"S","965969.61","18"
"Office of the Public Sector Integrity Commissioner of Canada",2018,"G","43124.50","2"
"Office of the Public Sector Integrity Commissioner of Canada",2019,"S","1139434.61","24"
"Office of the Public Sector Integrity Commissioner of Canada",2019,"G","160722.36","3"
"Office of the Public Sector Integrity Commissioner of Canada",2020,"S","1184936.21","28"
"Office of the Public Sector Integrity Commissioner of Canada",2020,"G","27744.70","3"
"Office of the Public Sector Integrity Commissioner of Canada",2021,"S","1201605.33","31"
"Office of the Public Sector Integrity Commissioner of Canada",2021,"G","170363.06","5"
"Office of the Public Sector Integrity Commissioner of Canada",2022,"S","1047821.97","23"
"Office of the Public Sector Integrity Commissioner of Canada",2022,"G","211559.23","6"
"Office of the Public Sector Integrity Commissioner of Canada",2023,"S","1154411.48","25"
"Office of the Public Sector Integrity Commissioner of Canada",2023,"G","74366.07","4"
"Office of the Public Sector Integrity Commissioner of Canada",2024,"S","554903.60","20"
"Office of the Public Sector Integrity Commissioner of Canada",2024,"G","97821.13","7"
"Office of the Public Sector Integrity Commissioner of Canada",2025,"S","267976.98","22"
"Office of the Public Sector Integrity Commissioner of Canada",2025,"G","59617.54","6"
"Office of the Public Sector Integrity Commissioner of Canada",2026,"S","98761.00","9"
"Office of the Public Sector Integrity Commissioner of Canada",2026,"G","24712.52","3"
"Office of the Secretary to the Governor General",2017,"G","10959837.23","17"
"Office of the Secretary to the Governor General",2017,"S","641847.49","25"
"Office of the Secretary to the Governor General",2018,"G","11350843.06","27"
"Office of the Secretary to the Governor General",2018,"S","974802.92","46"
"Office of the Secretary to the Governor General",2019,"S","1896075.83","50"
"Office of the Secretary to the Governor General",2019,"G","1342214.19","31"
"Office of the Secretary to the Governor General",2020,"S","2232552.08","41"
"Office of the Secretary to the Governor General",2020,"G","1108471.63","30"
"Office of the Secretary to the Governor General",2021,"S","1471483.49","36"
"Office of the Secretary to the Governor General",2021,"G","828478.59","41"
"Office of the Secretary to the Governor General",2022,"S","1867973.77","42"
"Office of the Secretary to the Governor General",2022,"G","1193463.19","46"
"Office of the Secretary to the Governor General",2023,"S","1121636.56","30"
"Office of the Secretary to the Governor General",2023,"G","733194.77","33"
"Office of the Secretary to the Governor General",2024,"S","1247415.47","40"
"Office of the Secretary to the Governor General",2024,"G","678896.78","35"
"Office of the Secretary to the Governor General",2025,"S","1015219.69","32"
"Office of the Secretary to the Governor General",2025,"G","869189.75","46"
"Office of the Secretary to the Governor General",2026,"S","784702.71","14"
"Office of the Secretary to the Governor General",2026,"G","325073.00","18"
"Office of the Superintendent of Financial Institutions Canada",2017,"S","6003875.41","148"
"Office of the Superintendent of Financial Institutions Canada",2017,"G","1887401.55","71"
"Office of the Superintendent of Financial Institutions Canada",2018,"S","15677217.23","208"
"Office of the Superintendent of Financial Institutions Canada",2018,"G","4863280.02","123"
"Office of the Superintendent of Financial Institutions Canada",2019,"S","19195229.14","240"
"Office of the Superintendent of Financial Institutions Canada",2019,"G","7280128.94","176"
"Office of the Superintendent of Financial Institutions Canada",2020,"S","22414468.75","222"
"Office of the Superintendent of Financial Institutions Canada",2020,"G","5599075.89","123"
"Office of the Superintendent of Financial Institutions Canada",2021,"S","24423196.10","228"
"Office of the Superintendent of Financial Institutions Canada",2021,"G","6140680.74","101"
"Office of the Superintendent of Financial Institutions Canada",2022,"S","27128429.88","236"
"Office of the Superintendent of Financial Institutions Canada",2022,"G","7680260.78","111"
"Office of the Superintendent of Financial Institutions Canada",2023,"S","37200350.49","251"
"Office of the Superintendent of Financial Institutions Canada",2023,"G","11696416.25","162"
"Office of the Superintendent of Financial Institutions Canada",2024,"S","43785311.81","203"
"Office of the Superintendent of Financial Institutions Canada",2024,"G","6367575.77","85"
"Office of the Superintendent of Financial Institutions Canada",2025,"S","47928854.89","176"
"Office of the Superintendent of Financial Institutions Canada",2025,"G","7257053.80","77"
"Office of the Superintendent of Financial Institutions Canada",2026,"S","40369007.41","98"
"Office of the Superintendent of Financial Institutions Canada",2026,"G","5199519.52","31"
"Pacific Economic Development Canada",2021,"S","141898.49","8"
"Pacific Economic Development Canada",2022,"S","947608.54","32"
"Pacific Economic Development Canada",2022,"G","15362.17","1"
"Pacific Economic Development Canada",2023,"S","1518559.46","41"
"Pacific Economic Development Canada",2023,"G","316082.61","7"
"Pacific Economic Development Canada",2024,"S","908397.47","27"
"Pacific Economic Development Canada",2024,"G","302128.67","7"
"Pacific Economic Development Canada",2025,"S","640397.66","15"
"Pacific Economic Development Canada",2025,"G","24976.80","2"
"Pacific Economic Development Canada",2026,"S","668988.91","16"
"Parks Canada",2017,"C","487451987.84","517"
"Parks Canada",2017,"S","176477447.32","1687"
"Parks Canada",2017,"G","41051807.94","1109"
"Parks Canada",2017,NULL,"69386.88","1"
"Parks Canada",2018,"C","629887014.79","551"
"Parks Canada",2018,"S","249054572.50","2178"
"Parks Canada",2018,"G","45601737.45","1358"
"Parks Canada",2019,"C","342724573.26","464"
"Parks Canada",2019,"S","167147781.49","1943"
"Parks Canada",2019,"G","43511593.65","1357"
"Parks Canada",2020,"C","206936119.42","375"
"Parks Canada",2020,"S","112425269.82","1699"
"Parks Canada",2020,"G","41229944.65","1232"
"Parks Canada",2021,"C","171762303.50","336"
"Parks Canada",2021,"S","100250495.60","1805"
"Parks Canada",2021,"G","39867184.68","1267"
"Parks Canada",2022,"C","110486279.86","166"
"Parks Canada",2022,"S","81917047.36","1287"
"Parks Canada",2022,"G","32407566.82","909"
"Parks Canada",2023,"C","42160036.61","22"
"Parks Canada",2023,"S","29569776.19","404"
"Parks Canada",2023,"G","5342290.97","146"
"Parks Canada",2024,"C","4487526.45","4"
"Parks Canada",2024,"S","3777465.93","107"
"Parks Canada",2024,"G","326192.24","6"
"Parks Canada",2025,"S","1615752.81","51"
"Parks Canada",2025,"G","112152.87","3"
"Parks Canada",2026,"S","781801.83","23"
"Parks Canada",2026,"G","3318.33","0"
